31.227	0.189
31.734	0.084
32.441	0.084
33.197	0.062
33.956	0.062
35.378	0.073
36.155	0.104
37.047	0.021
38.075	1.654e-6
38.754	0.062
38.966	0.003
39.005	4.220
39.415	4.938
39.879	6.232
40.506	7.960
41.099	10.094
41.826	12.859
42.447	15.894
43.084	19.353
43.614	22.238
44.131	25.849
44.725	30.066
45.345	34.255
45.897	37.725
46.402	41.518
46.866	44.788
47.329	47.977
47.731	51.052
48.129	53.697
48.662	57.768
49.175	61.183
49.699	64.683
50.154	67.726
50.676	71.142
51.266	74.511
51.839	77.452
52.303	79.811
53.024	82.977
53.622	85.443
54.310	87.918
54.956	89.694
55.645	89.929
56.510	89.992
57.325	90.076
58.239	90.144
59.024	90.061
60.161	90.111
61.016	90.062
62.193	90.062
62.890	90.075
